ステータス,FC実施年月日,性別,年代,CEFR,在住国,識別用のラベル,流入経路,集客経路
入会,2024-11-28,女性,36〜45,A1,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,バイリンガール
失注,2024-11-29,女性,36〜45,A1,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,バイリンガール
失注,2024-11-29,女性,36〜45,B1,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,検索
入会,2024-11-29,女性,26〜30,A2,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,検索
入会,2024-11-29,女性,36〜45,A1,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,peco
入会後・失注,2024-11-29,女性,46〜60,A1,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,検索
NS失注,2024-11-29,男性,不明,不明,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,不明
失注,2024-11-29,女性,36〜45,B1,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,検索
失注,2024-11-29,女性,36〜45,A2,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,検索
入会,2024-11-29,男性,46〜60,A2,日本,ーー,その他（パラメ不明）,バイリンガール
入会後・失注,2024-11-29,女性,18〜25,A1,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,バイリンガール
入会,2024-11-30,女性,26〜30,A2,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,peco
失注,2024-11-30,女性,26〜30,A2,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,バイリンガール
入会,2024-11-30,女性,26〜30,A2,日本,campaign_01ーgoogleーorganic,【広告】Google　×　リスティング　×　指名系（不明）,検索
NS失注,2024-11-30,女性,不明,不明,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,不明
NS失注,2024-11-30,女性,36〜45,不明,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,その他
入会,2024-11-30,女性,31〜35,A1,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,バイリンガール
入会,2024-11-30,女性,36〜45,B1,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,バイリンガール
失注,2024-11-30,女性,26〜30,A1,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,バイリンガール
失注,2024-11-30,女性,26〜30,A2,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,バイリンガール
入会,2024-11-30,女性,31〜35,A2,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,バイリンガール
入会,2024-12-01,女性,36〜45,A1,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,バイリンガール
NS失注,2024-12-01,女性,不明,不明,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,不明
入会,2024-12-01,女性,46〜60,A1,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,バイリンガール
入会,2024-12-01,女性,46〜60,A1,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,バイリンガール
NS失注,2024-12-02,女性,不明,不明,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,不明
入会,2024-12-02,不明,36〜45,B1,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,バイリンガール
失注,2024-12-02,女性,26〜30,A2,国外,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,検索
失注,2024-12-02,女性,10代前半,A2,国外,campaign_01ーgoogleーorganic,【広告】Google　×　リスティング　×　指名系（不明）,peco
入会,2024-12-03,男性,31〜35,A2,国外,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,バイリンガール
入会,2024-12-03,男性,36〜45,A2,日本,mitsukaru_campaign_01ーaffiliatesーaffiliate,【アフィ】ミツカル,検索
入会,2024-12-03,男性,31〜35,B1,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,バイリンガール
失注,2024-12-03,女性,46〜60,不明,日本,mitsukaru_campaign_01ーaffiliatesーaffiliate,【アフィ】ミツカル,検索
NS失注,2024-12-03,女性,不明,不明,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,不明
入会,2024-12-03,女性,36〜45,B1,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,バイリンガール
入会,2024-12-03,女性,26〜30,B2,国外,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,バイリンガール
入会,2024-12-03,女性,31〜35,A1,日本,ーー,その他（パラメ不明）,バイリンガール
失注,2024-12-03,女性,31〜35,A1,国外,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,バイリンガール
失注,2024-12-03,男性,46〜60,A2,日本,campaign_01ーgoogleーorganic,【広告】Google　×　リスティング　×　指名系（不明）,バイリンガール
失注,2024-12-03,女性,31〜35,B2,日本,不明,不明,その他
入会,2024-12-04,女性,46〜60,A2,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,バイリンガール
入会,2024-12-04,女性,36〜45,A2,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,peco
失注,2024-12-04,女性,26〜30,A1,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,バイリンガール
入会,2024-12-04,男性,36〜45,B2,日本,ーー,その他（パラメ不明）,バイリンガール
失注,2024-12-04,男性,46〜60,B2,国外,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,バイリンガール
失注,2024-12-04,女性,31〜35,A1,日本,campaign_01ーyoutubeーcpc,"【インフルエンサー】Peco・バイリンガールLP(MetaのRTG)
※SNS・先方youtube概要欄にも発見されたため修正必要",バイリンガール
失注,2024-12-04,女性,31〜35,B1,日本,ーー,その他（パラメ不明）,検索
入会,2024-12-04,女性,26〜30,A2,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,peco
NS失注,2024-12-04,女性,不明,不明,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,不明
失注,2024-12-05,女性,36〜45,B2,日本,mitsukaru_campaign_01ーaffiliatesーaffiliate,【アフィ】ミツカル,検索
失注,2024-12-05,女性,36〜45,A1,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,バイリンガール
NS失注,2024-12-05,女性,不明,不明,日本,ーー,その他（パラメ不明）,不明
NS失注,2024-12-05,女性,不明,不明,日本,campaign_01ーgoogleーorganic,【広告】Google　×　リスティング　×　指名系（不明）,不明
入会,2024-12-05,女性,31〜35,A1,日本,mitsukaru_campaign_01ーaffiliatesーaffiliate,【アフィ】ミツカル,バイリンガール
失注,2024-12-05,女性,31〜35,B2,日本,campaign_01ーyoutubeーcpc,"【インフルエンサー】Peco・バイリンガールLP(MetaのRTG)
※SNS・先方youtube概要欄にも発見されたため修正必要",バイリンガール
入会,2024-12-05,女性,36〜45,B1,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,バイリンガール
NS失注,2024-12-05,女性,不明,不明,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,不明
失注,2024-12-06,女性,18〜25,A1,日本,ーー,その他（パラメ不明）,バイリンガール
失注,2024-12-06,女性,31〜35,A1,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,バイリンガール
失注,2024-12-06,男性,36〜45,A2,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,比較サイト
入会,2024-12-06,女性,26〜30,A1,日本,campaign_01ーyoutubeーcpc,"【インフルエンサー】Peco・バイリンガールLP(MetaのRTG)
※SNS・先方youtube概要欄にも発見されたため修正必要",バイリンガール
失注,2024-12-06,女性,36〜45,B1,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,検索
失注,2024-12-06,女性,36〜45,B1,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,検索
失注,2024-12-07,女性,不明,不明,日本,campaign_01ーgoogleーorganic,【広告】Google　×　リスティング　×　指名系（不明）,不明
入会,2024-12-07,女性,26〜30,A1,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,バイリンガール
失注,2024-12-07,男性,36〜45,B1,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,検索
失注,2024-12-07,女性,26〜30,B1,日本,ーー,その他（パラメ不明）,検索
NS失注,2024-12-07,女性,不明,不明,日本,campaign_01ーyoutubeーcpc,"【インフルエンサー】Peco・バイリンガールLP(MetaのRTG)
※SNS・先方youtube概要欄にも発見されたため修正必要",不明
入会,2024-12-07,女性,26〜30,A1,日本,ーー,その他（パラメ不明）,バイリンガール
失注,2024-12-08,女性,31〜35,A1,日本,campaign_01ーyoutubeーcpc,"【インフルエンサー】Peco・バイリンガールLP(MetaのRTG)
※SNS・先方youtube概要欄にも発見されたため修正必要",バイリンガール
NS失注,2024-12-08,女性,不明,不明,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,不明
NS失注,2024-12-08,男性,不明,不明,日本,ーー,その他（パラメ不明）,不明
入会,2024-12-08,女性,31〜35,A1,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,バイリンガール
入会後・失注,2024-12-08,男性,31〜35,TOEIC,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,バイリンガール
失注,2024-12-08,不明,不明,不明,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,不明
失注,2024-12-08,女性,31〜35,B1,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,バイリンガール
入会,2024-12-08,男性,36〜45,A1,日本,ーー,その他（パラメ不明）,バイリンガール
入会,2024-12-09,女性,36〜45,B1,日本,campaign_01ーyoutubeーcpc,"【インフルエンサー】Peco・バイリンガールLP(MetaのRTG)
※SNS・先方youtube概要欄にも発見されたため修正必要",不明
失注,2024-12-09,女性,31〜35,A2,国外,campaign_01ーyoutubeーcpc,"【インフルエンサー】Peco・バイリンガールLP(MetaのRTG)
※SNS・先方youtube概要欄にも発見されたため修正必要",バイリンガール
入会後・失注,2024-12-09,女性,36〜45,A1,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,バイリンガール
入会,2024-12-10,女性,36〜45,B1,日本,mitsukaru_campaign_01ーaffiliatesーaffiliate,【アフィ】ミツカル,バイリンガール
入会,2024-12-10,女性,46〜60,B1,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,バイリンガール
失注,2024-12-10,女性,36〜45,A2,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,バイリンガール
失注,2024-12-10,女性,36〜45,A2,国外,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,peco
失注,2024-12-10,女性,26〜30,A1,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,peco
失注,2024-12-11,女性,18〜25,A1,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,peco
失注,2024-12-11,男性,26〜30,B2,国外,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,バイリンガール
入会後・失注,2024-12-11,不明,不明,不明,不明,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,不明
入会,2024-12-11,女性,26〜30,A2,国外,kakakucom_campaign_01ーaffiliatesーaffiliate,【アフィ】価格コム,peco
失注,2024-12-11,男性,26〜30,B1,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,検索
NS失注,2024-12-11,不明,不明,不明,日本,campaign_01ーyoutubeーcpc,"【インフルエンサー】Peco・バイリンガールLP(MetaのRTG)
※SNS・先方youtube概要欄にも発見されたため修正必要",不明
入会,2024-12-12,男性,36〜45,B1,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,検索
入会後・失注,2024-12-12,女性,36〜45,A1,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,バイリンガール
失注,2024-12-12,男性,18〜25,A2,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,バイリンガール
NS失注,2024-12-13,男性,不明,不明,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,不明
失注,2024-12-13,女性,31〜35,TOEIC,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,バイリンガール
NS失注,2024-12-13,女性,不明,不明,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,不明
入会,2024-12-13,男性,31〜35,A2,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,バイリンガール
失注,2024-12-13,男性,31〜35,B1,国外,ーー,その他（パラメ不明）,検索
失注,2024-12-13,男性,31〜35,B1,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,検索
入会,2024-12-13,男性,31〜35,A1,日本,a8_campaign_01ーaffiliatesーaffiliate,【アフィ】a8ネット(旧),バイリンガール
入会,2024-12-13,男性,31〜35,A2,日本,campaign_01ーorganicーorganic,【オーガニック】指名＋SEO＋LINE経由,peco
